timestamp,temperature,vibration,pressure
2025-12-31 16:56:05.605538,59.21,0.37,104.98
2025-12-31 16:56:07.605538,38.51,0.49,109.41
2025-12-31 16:56:09.605538,71.38,1.3,106.35
2025-12-31 16:56:11.605538,57.05,0.27,106.64
2025-12-31 16:56:13.605538,36.47,0.84,110.27
2025-12-31 16:56:15.605538,56.77,2.42,101.53
2025-12-31 16:56:17.605538,41.15,0.3,116.58
2025-12-31 16:56:19.605538,47.47,1.06,106.83
2025-12-31 16:56:21.605538,63.8,2.93,104.37
2025-12-31 16:56:23.605538,57.65,1.32,98.79
2025-12-31 16:56:25.605538,40.52,1.48,108.6
2025-12-31 16:56:27.605538,49.65,1.19,100.29
2025-12-31 16:56:29.605538,32.08,1.04,105.99
2025-12-31 16:56:31.605538,60.21,2.77,111.38
2025-12-31 16:56:33.605538,53.36,0.32,104.5
2025-12-31 16:56:35.605538,58.24,1.35,100.94
2025-12-31 16:56:37.605538,34.56,2.95,100.77
2025-12-31 16:56:39.605538,48.49,0.28,108.58
2025-12-31 16:56:41.605538,42.11,2.4,109.35
2025-12-31 16:56:43.605538,31.74,0.28,100.2
2025-12-31 16:56:45.605538,33.71,1.11,88.33
2025-12-31 16:56:47.605538,33.32,0.28,99.96
2025-12-31 16:56:49.605538,37.39,0.79,110.38
2025-12-31 16:56:51.605538,49.98,1.4,116.08
2025-12-31 16:56:53.605538,37.13,1.26,106.51
2025-12-31 16:56:55.605538,40.8,0.98,118.09
2025-12-31 16:56:57.605538,54.62,0.93,123.78
2025-12-31 16:56:59.605538,59.79,0.75,88.33
2025-12-31 16:57:01.605538,30.84,0.95,108.36
2025-12-31 16:57:03.605538,60.43,0.58,99.33
2025-12-31 16:57:05.605538,51.7,2.92,102.88
2025-12-31 16:57:07.605538,37.31,0.76,116.3
2025-12-31 16:57:09.605538,57.12,0.76,110.24
2025-12-31 16:57:11.605538,41.76,1.02,105.1
2025-12-31 16:57:13.605538,63.34,0.42,103.43
2025-12-31 16:57:15.605538,41.43,0.58,109.57
2025-12-31 16:57:17.605538,40.46,1.1,101.37
2025-12-31 16:57:19.605538,56.5,0.82,104.22
2025-12-31 16:57:21.605538,62.67,1.12,111.85
2025-12-31 16:57:23.605538,36.73,0.83,91.44
2025-12-31 16:57:25.605538,51.17,0.55,100.12
2025-12-31 16:57:27.605538,40.92,0.79,98.31
2025-12-31 16:57:29.605538,45.19,0.96,119.82
2025-12-31 16:57:31.605538,49.3,0.35,108.44
2025-12-31 16:57:33.605538,53.72,1.13,109.15
2025-12-31 16:57:35.605538,57.25,0.24,92.24
2025-12-31 16:57:37.605538,73.54,0.78,107.98
2025-12-31 16:57:39.605538,42.63,0.76,111.76
2025-12-31 16:57:41.605538,76.86,0.69,111.89
2025-12-31 16:57:43.605538,50.04,1.42,104.37
2025-12-31 16:57:45.605538,30.33,1.05,111.97
2025-12-31 16:57:47.605538,89.9,1.35,99.18
2025-12-31 16:57:49.605538,37.02,1.12,101.56
2025-12-31 16:57:51.605538,52.41,1.14,109.77
2025-12-31 16:57:53.605538,35.08,1.11,108.84
2025-12-31 16:57:55.605538,59.4,1.17,111.49
2025-12-31 16:57:57.605538,72.39,0.45,104.3
2025-12-31 16:57:59.605538,60.18,0.46,108.21
2025-12-31 16:58:01.605538,60.52,1.49,101.04
2025-12-31 16:58:03.605538,47.36,0.2,100.89
2025-12-31 16:58:05.605538,51.97,0.26,124.48
2025-12-31 16:58:07.605538,58.15,1.23,104.73
2025-12-31 16:58:09.605538,40.97,0.98,109.88
2025-12-31 16:58:11.605538,75.29,0.85,111.67
2025-12-31 16:58:13.605538,43.32,1.16,106.13
2025-12-31 16:58:15.605538,88.14,1.29,100.41
2025-12-31 16:58:17.605538,58.15,0.73,88.09
2025-12-31 16:58:19.605538,34.44,1.22,111.89
2025-12-31 16:58:21.605538,62.08,1.3,103.73
2025-12-31 16:58:23.605538,87.51,0.88,99.34
2025-12-31 16:58:25.605538,55.48,1.47,104.09
2025-12-31 16:58:27.605538,72.37,1.34,102.24
2025-12-31 16:58:29.605538,64.4,2.15,104.83
2025-12-31 16:58:31.605538,77.64,1.43,104.58
2025-12-31 16:58:33.605538,63.22,0.56,102.92
2025-12-31 16:58:35.605538,37.17,0.47,108.11
2025-12-31 16:58:37.605538,42.83,2.14,107.37
2025-12-31 16:58:39.605538,64.37,1.18,106.33
2025-12-31 16:58:41.605538,60.29,1.32,101.82
2025-12-31 16:58:43.605538,48.93,1.47,111.72
2025-12-31 16:58:45.605538,57.78,0.5,122.45
2025-12-31 16:58:47.605538,62.04,2.13,99.27
2025-12-31 16:58:49.605538,39.53,0.53,86.91
2025-12-31 16:58:51.605538,39.27,0.45,107.84
2025-12-31 16:58:53.605538,47.98,1.09,98.66
2025-12-31 16:58:55.605538,31.39,1.22,104.19
2025-12-31 16:58:57.605538,59.66,1.42,108.27
2025-12-31 16:58:59.605538,54.03,1.12,99.12
2025-12-31 16:59:01.605538,39.89,0.22,106.61
2025-12-31 16:59:03.605538,42.98,0.33,108.1
2025-12-31 16:59:05.605538,57.44,1.25,104.17
2025-12-31 16:59:07.605538,35.71,0.29,87.96
2025-12-31 16:59:09.605538,57.94,0.6,111.9
2025-12-31 16:59:11.605538,51.33,0.75,123.62
2025-12-31 16:59:13.605538,50.12,1.41,109.0
2025-12-31 16:59:15.605538,42.17,0.63,104.47
2025-12-31 16:59:17.605538,50.5,0.99,100.12
2025-12-31 16:59:19.605538,58.44,1.34,107.07
2025-12-31 16:59:21.605538,64.45,2.58,102.75
2025-12-31 16:59:23.605538,46.37,1.09,86.57
2025-12-31 16:59:25.605538,51.08,1.42,110.75
2025-12-31 16:59:27.605538,52.29,1.03,100.24
2025-12-31 16:59:29.605538,40.62,1.32,107.87
2025-12-31 16:59:31.605538,79.53,0.53,103.66
2025-12-31 16:59:33.605538,54.07,1.31,120.54
2025-12-31 16:59:35.605538,52.6,0.86,108.08
2025-12-31 16:59:37.605538,36.76,0.42,101.64
2025-12-31 16:59:39.605538,44.37,0.62,107.91
2025-12-31 16:59:41.605538,62.0,0.92,118.99
2025-12-31 16:59:43.605538,56.05,0.49,98.97
2025-12-31 16:59:45.605538,40.08,0.43,105.52
2025-12-31 16:59:47.605538,53.3,1.28,102.41
2025-12-31 16:59:49.605538,40.0,2.95,107.11
2025-12-31 16:59:51.605538,48.26,2.71,111.14
2025-12-31 16:59:53.605538,62.13,0.7,109.79
2025-12-31 16:59:55.605538,45.35,0.63,101.01
2025-12-31 16:59:57.605538,36.22,1.49,102.62
2025-12-31 16:59:59.605538,79.79,1.12,101.16
2025-12-31 17:00:01.605538,42.33,0.3,105.32
2025-12-31 17:00:03.605538,44.03,0.7,111.97
2025-12-31 17:00:05.605538,49.04,1.24,123.91
2025-12-31 17:00:07.605538,44.82,1.19,106.25
2025-12-31 17:00:09.605538,56.96,1.49,104.11
2025-12-31 17:00:11.605538,38.55,1.49,91.66
2025-12-31 17:00:13.605538,50.85,0.63,99.45
2025-12-31 17:00:15.605538,48.51,1.26,100.4
2025-12-31 17:00:17.605538,40.64,0.41,101.7
2025-12-31 17:00:19.605538,42.81,1.31,104.27
2025-12-31 17:00:21.605538,43.03,1.28,106.82
2025-12-31 17:00:23.605538,51.85,1.0,105.0
2025-12-31 17:00:25.605538,76.75,0.92,108.35
2025-12-31 17:00:27.605538,39.72,0.92,106.81
2025-12-31 17:00:29.605538,43.46,0.48,104.99
2025-12-31 17:00:31.605538,59.01,0.93,104.07
2025-12-31 17:00:33.605538,54.66,0.44,98.68
2025-12-31 17:00:35.605538,54.2,2.07,109.44
2025-12-31 17:00:37.605538,75.24,0.66,108.37
2025-12-31 17:00:39.605538,58.55,1.49,86.82
2025-12-31 17:00:41.605538,60.0,1.18,105.95
2025-12-31 17:00:43.605538,47.66,1.06,103.72
2025-12-31 17:00:45.605538,64.35,0.65,126.49
2025-12-31 17:00:47.605538,83.75,0.73,100.31
2025-12-31 17:00:49.605538,47.22,1.33,116.24
2025-12-31 17:00:51.605538,32.94,1.16,116.8
2025-12-31 17:00:53.605538,51.46,0.34,101.87
2025-12-31 17:00:55.605538,44.38,0.31,105.52
2025-12-31 17:00:57.605538,49.91,1.04,98.64
2025-12-31 17:00:59.605538,50.08,1.5,111.84
2025-12-31 17:01:01.605538,44.2,0.39,110.34
2025-12-31 17:01:03.605538,46.37,1.09,104.43
2025-12-31 17:01:05.605538,40.45,1.15,109.98
2025-12-31 17:01:07.605538,51.32,0.39,92.75
2025-12-31 17:01:09.605538,59.98,0.29,99.17
2025-12-31 17:01:11.605538,45.9,0.84,105.47
2025-12-31 17:01:13.605538,46.42,0.87,91.94
2025-12-31 17:01:15.605538,61.98,0.63,111.53
2025-12-31 17:01:17.605538,43.87,0.33,106.08
2025-12-31 17:01:19.605538,40.19,1.07,98.02
2025-12-31 17:01:21.605538,42.45,0.53,107.64
2025-12-31 17:01:23.605538,58.1,1.41,106.91
2025-12-31 17:01:25.605538,57.89,0.32,98.74
2025-12-31 17:01:27.605538,46.91,0.49,99.56
2025-12-31 17:01:29.605538,59.34,0.25,88.45
2025-12-31 17:01:31.605538,63.77,1.01,103.17
2025-12-31 17:01:33.605538,60.55,2.38,99.72
2025-12-31 17:01:35.605538,41.2,0.9,110.47
2025-12-31 17:01:37.605538,56.39,1.1,111.69
2025-12-31 17:01:39.605538,39.65,0.4,109.24
2025-12-31 17:01:41.605538,62.07,1.11,101.44
2025-12-31 17:01:43.605538,33.41,0.26,98.59
2025-12-31 17:01:45.605538,43.12,0.93,101.5
2025-12-31 17:01:47.605538,78.83,0.87,109.03
2025-12-31 17:01:49.605538,45.26,0.88,99.32
2025-12-31 17:01:51.605538,50.36,1.48,103.06
2025-12-31 17:01:53.605538,30.12,1.12,111.11
2025-12-31 17:01:55.605538,85.71,1.47,98.35
2025-12-31 17:01:57.605538,31.55,1.35,110.63
2025-12-31 17:01:59.605538,39.99,0.7,109.74
2025-12-31 17:02:01.605538,78.94,0.58,102.5
2025-12-31 17:02:03.605538,51.69,0.45,108.14
2025-12-31 17:02:05.605538,81.74,1.35,102.2
2025-12-31 17:02:07.605538,63.12,1.29,108.59
2025-12-31 17:02:09.605538,37.46,0.25,91.8
2025-12-31 17:02:11.605538,44.86,1.07,105.98
2025-12-31 17:02:13.605538,89.22,0.49,98.64
2025-12-31 17:02:15.605538,47.45,1.01,102.92
2025-12-31 17:02:17.605538,51.99,0.89,106.7
2025-12-31 17:02:19.605538,40.15,0.33,98.66
2025-12-31 17:02:21.605538,76.41,0.89,101.54
2025-12-31 17:02:23.605538,50.23,1.4,104.11
2025-12-31 17:02:25.605538,44.1,1.12,106.45
2025-12-31 17:02:27.605538,59.39,0.28,104.75
2025-12-31 17:02:29.605538,39.96,0.28,107.53
2025-12-31 17:02:31.605538,44.44,0.7,110.5
2025-12-31 17:02:33.605538,48.95,1.42,107.61
2025-12-31 17:02:35.605538,48.6,0.7,100.32
2025-12-31 17:02:37.605538,49.06,1.43,99.9
2025-12-31 17:02:39.605538,49.0,0.78,98.44
2025-12-31 17:02:41.605538,76.01,1.21,106.78
2025-12-31 17:02:43.605538,46.31,0.95,93.38
2025-12-31 17:02:45.605538,44.86,0.48,102.51
2025-12-31 17:02:47.605538,48.74,1.16,101.22
2025-12-31 17:02:49.605538,64.69,0.93,122.61
2025-12-31 17:02:51.605538,56.19,1.42,103.98
2025-12-31 17:02:53.605538,48.36,1.21,106.4
2025-12-31 17:02:55.605538,43.66,1.01,111.53
2025-12-31 17:02:57.605538,47.98,2.85,102.58
2025-12-31 17:02:59.605538,59.65,1.12,101.4
2025-12-31 17:03:01.605538,63.78,1.17,111.58
2025-12-31 17:03:03.605538,52.06,1.3,109.32
2025-12-31 17:03:05.605538,46.99,0.41,100.6
2025-12-31 17:03:07.605538,41.22,0.83,102.84
2025-12-31 17:03:09.605538,41.02,0.57,102.09
2025-12-31 17:03:11.605538,40.74,0.97,99.88
2025-12-31 17:03:13.605538,72.15,0.76,110.33
2025-12-31 17:03:15.605538,56.1,1.41,106.52
2025-12-31 17:03:17.605538,41.41,1.34,104.98
2025-12-31 17:03:19.605538,40.2,0.54,103.2
2025-12-31 17:03:21.605538,77.9,0.27,100.3
2025-12-31 17:03:23.605538,55.67,1.34,109.65
2025-12-31 17:03:25.605538,46.59,0.89,108.74
2025-12-31 17:03:27.605538,34.75,1.46,91.95
2025-12-31 17:03:29.605538,49.39,1.15,93.49
2025-12-31 17:03:31.605538,57.75,1.01,99.61
2025-12-31 17:03:33.605538,32.86,0.91,98.85
2025-12-31 17:03:35.605538,62.55,0.98,116.95
2025-12-31 17:03:37.605538,61.26,0.38,108.43
2025-12-31 17:03:39.605538,52.55,0.39,109.5
2025-12-31 17:03:41.605538,48.86,0.68,111.22
2025-12-31 17:03:43.605538,52.79,0.75,99.31
2025-12-31 17:03:45.605538,44.1,1.0,103.49
2025-12-31 17:03:47.605538,54.85,0.54,108.84
2025-12-31 17:03:49.605538,37.08,1.44,109.06
2025-12-31 17:03:51.605538,55.17,0.49,105.97
2025-12-31 17:03:53.605538,31.49,0.5,101.74
2025-12-31 17:03:55.605538,61.77,2.84,103.84
2025-12-31 17:03:57.605538,41.85,0.48,104.17
2025-12-31 17:03:59.605538,39.98,0.98,107.01
2025-12-31 17:04:01.605538,51.36,1.11,108.26
2025-12-31 17:04:03.605538,89.52,0.6,106.05
2025-12-31 17:04:05.605538,49.76,1.41,99.18
2025-12-31 17:04:07.605538,44.34,1.01,98.66
2025-12-31 17:04:09.605538,31.12,2.2,108.8
2025-12-31 17:04:11.605538,54.77,0.22,101.13
2025-12-31 17:04:13.605538,82.37,1.2,98.45
2025-12-31 17:04:15.605538,38.22,0.42,107.81
2025-12-31 17:04:17.605538,79.85,1.49,99.39
2025-12-31 17:04:19.605538,45.02,0.81,101.87
2025-12-31 17:04:21.605538,41.98,0.6,108.67
2025-12-31 17:04:23.605538,54.71,0.29,102.14
2025-12-31 17:04:25.605538,54.35,2.35,100.05
2025-12-31 17:04:27.605538,53.99,0.52,105.75
2025-12-31 17:04:29.605538,77.94,0.8,108.71
2025-12-31 17:04:31.605538,57.0,1.08,106.29
2025-12-31 17:04:33.605538,41.18,2.31,99.62
2025-12-31 17:04:35.605538,78.22,0.82,101.82
2025-12-31 17:04:37.605538,63.78,1.35,110.69
2025-12-31 17:04:39.605538,64.83,1.04,109.19
2025-12-31 17:04:41.605538,62.98,1.08,122.12
2025-12-31 17:04:43.605538,55.2,1.42,91.65
2025-12-31 17:04:45.605538,79.84,0.89,107.34
2025-12-31 17:04:47.605538,74.64,0.47,108.24
2025-12-31 17:04:49.605538,71.97,0.44,98.64
2025-12-31 17:04:51.605538,44.08,0.25,98.6
2025-12-31 17:04:53.605538,61.92,1.29,98.29
2025-12-31 17:04:55.605538,58.5,1.31,128.37
2025-12-31 17:04:57.605538,51.94,0.49,107.59
2025-12-31 17:04:59.605538,38.27,2.27,104.0
2025-12-31 17:05:01.605538,42.85,0.33,100.34
2025-12-31 17:05:03.605538,37.29,2.25,109.29
2025-12-31 17:05:05.605538,39.06,0.22,106.39
2025-12-31 17:05:07.605538,56.16,1.3,106.69
2025-12-31 17:05:09.605538,50.4,0.35,105.78
2025-12-31 17:05:11.605538,44.72,1.2,102.82
2025-12-31 17:05:13.605538,35.64,0.27,107.97
2025-12-31 17:05:15.605538,40.28,0.5,119.36
2025-12-31 17:05:17.605538,38.27,2.22,107.03
2025-12-31 17:05:19.605538,48.4,2.86,99.68
2025-12-31 17:05:21.605538,72.52,1.23,103.19
2025-12-31 17:05:23.605538,31.33,1.07,104.06
2025-12-31 17:05:25.605538,51.75,0.98,102.32
2025-12-31 17:05:27.605538,55.34,0.68,111.47
2025-12-31 17:05:29.605538,86.22,0.33,106.84
2025-12-31 17:05:31.605538,64.15,0.22,101.23
2025-12-31 17:05:33.605538,84.16,0.24,109.46
2025-12-31 17:05:35.605538,58.55,0.87,103.96
2025-12-31 17:05:37.605538,44.51,0.55,110.98
2025-12-31 17:05:39.605538,33.42,0.25,107.02
2025-12-31 17:05:41.605538,49.28,0.43,105.14
2025-12-31 17:05:43.605538,58.01,1.23,106.95
2025-12-31 17:05:45.605538,72.67,0.59,101.51
2025-12-31 17:05:47.605538,42.67,0.56,100.95
2025-12-31 17:05:49.605538,47.37,0.99,105.97
2025-12-31 17:05:51.605538,37.58,0.55,86.83
2025-12-31 17:05:53.605538,79.84,0.21,102.34
2025-12-31 17:05:55.605538,59.98,0.44,93.42
2025-12-31 17:05:57.605538,43.1,0.35,109.31
2025-12-31 17:05:59.605538,42.6,0.52,103.5
2025-12-31 17:06:01.605538,35.29,0.77,109.33
2025-12-31 17:06:03.605538,46.99,1.15,107.64
2025-12-31 17:06:05.605538,54.89,1.18,102.48
2025-12-31 17:06:07.605538,58.44,1.35,106.35
2025-12-31 17:06:09.605538,41.84,1.17,104.68
2025-12-31 17:06:11.605538,40.53,1.01,109.04
2025-12-31 17:06:13.605538,56.26,0.92,108.95
2025-12-31 17:06:15.605538,41.39,0.77,102.57
2025-12-31 17:06:17.605538,58.21,0.88,111.5
2025-12-31 17:06:19.605538,53.32,0.41,110.27
2025-12-31 17:06:21.605538,51.38,0.33,100.25
2025-12-31 17:06:23.605538,56.82,0.62,99.42
2025-12-31 17:06:25.605538,41.22,0.24,103.7
2025-12-31 17:06:27.605538,55.26,0.42,110.01
2025-12-31 17:06:29.605538,74.7,0.63,100.0
2025-12-31 17:06:31.605538,47.79,0.38,108.44
2025-12-31 17:06:33.605538,57.76,1.03,103.33
2025-12-31 17:06:35.605538,40.99,1.38,110.05
2025-12-31 17:06:37.605538,60.07,0.88,104.75
2025-12-31 17:06:39.605538,41.68,0.84,98.8
2025-12-31 17:06:41.605538,33.48,1.12,105.66
2025-12-31 17:06:43.605538,57.75,0.33,101.42
2025-12-31 17:06:45.605538,41.28,0.54,107.03
2025-12-31 17:06:47.605538,46.81,1.05,126.74
2025-12-31 17:06:49.605538,53.32,0.27,107.05
2025-12-31 17:06:51.605538,61.31,1.0,106.96
2025-12-31 17:06:53.605538,36.95,0.32,100.37
2025-12-31 17:06:55.605538,51.53,0.58,87.28
2025-12-31 17:06:57.605538,44.67,0.79,86.84
2025-12-31 17:06:59.605538,77.2,1.34,105.82
2025-12-31 17:07:01.605538,79.05,0.74,100.64
2025-12-31 17:07:03.605538,55.94,1.18,110.78
2025-12-31 17:07:05.605538,85.12,1.25,103.02
2025-12-31 17:07:07.605538,47.96,0.51,106.62
2025-12-31 17:07:09.605538,60.61,0.22,121.01
2025-12-31 17:07:11.605538,31.91,0.91,129.6
2025-12-31 17:07:13.605538,59.23,0.64,119.51
2025-12-31 17:07:15.605538,34.85,0.79,98.96
2025-12-31 17:07:17.605538,42.3,0.61,101.31
2025-12-31 17:07:19.605538,54.82,0.42,105.09
2025-12-31 17:07:21.605538,53.19,0.7,107.03
2025-12-31 17:07:23.605538,52.24,1.11,107.95
2025-12-31 17:07:25.605538,35.81,1.14,105.73
2025-12-31 17:07:27.605538,57.83,0.79,124.03
2025-12-31 17:07:29.605538,47.69,2.5,105.03
2025-12-31 17:07:31.605538,34.05,0.91,88.51
2025-12-31 17:07:33.605538,52.93,0.83,106.19
2025-12-31 17:07:35.605538,51.73,2.06,109.96
2025-12-31 17:07:37.605538,45.32,0.79,102.87
2025-12-31 17:07:39.605538,58.21,1.01,105.86
2025-12-31 17:07:41.605538,36.74,1.29,103.4
2025-12-31 17:07:43.605538,80.76,0.92,106.28
2025-12-31 17:07:45.605538,38.94,0.42,111.59
2025-12-31 17:07:47.605538,61.96,0.76,90.96
2025-12-31 17:07:49.605538,72.95,0.57,105.27
2025-12-31 17:07:51.605538,61.16,0.84,109.78
2025-12-31 17:07:53.605538,49.82,2.21,99.56
2025-12-31 17:07:55.605538,37.14,0.52,108.7
2025-12-31 17:07:57.605538,77.8,1.44,109.2
2025-12-31 17:07:59.605538,32.67,2.22,109.55
2025-12-31 17:08:01.605538,33.57,0.64,110.42
2025-12-31 17:08:03.605538,31.88,0.45,102.46
2025-12-31 17:08:05.605538,37.61,1.28,98.13
2025-12-31 17:08:07.605538,42.26,0.24,104.69
2025-12-31 17:08:09.605538,33.57,0.81,103.29
2025-12-31 17:08:11.605538,38.03,0.34,109.64
2025-12-31 17:08:13.605538,51.75,2.45,104.35
2025-12-31 17:08:15.605538,41.56,2.56,104.57
2025-12-31 17:08:17.605538,54.7,0.55,100.79
2025-12-31 17:08:19.605538,64.38,0.79,98.2
2025-12-31 17:08:21.605538,34.52,1.17,110.15
2025-12-31 17:08:23.605538,72.03,0.37,98.04
2025-12-31 17:08:25.605538,47.73,0.38,85.61
2025-12-31 17:08:27.605538,46.62,0.33,116.87
2025-12-31 17:08:29.605538,74.23,1.4,110.82
2025-12-31 17:08:31.605538,59.69,0.23,108.17
2025-12-31 17:08:33.605538,54.81,1.12,98.71
2025-12-31 17:08:35.605538,78.93,0.79,107.77
2025-12-31 17:08:37.605538,54.65,0.33,104.13
2025-12-31 17:08:39.605538,77.56,1.28,104.42
2025-12-31 17:08:41.605538,64.56,2.8,107.07
2025-12-31 17:08:43.605538,47.62,1.36,110.63
2025-12-31 17:08:45.605538,59.81,1.45,100.24
2025-12-31 17:08:47.605538,61.84,0.58,108.27
2025-12-31 17:08:49.605538,81.64,1.25,110.97
2025-12-31 17:08:51.605538,43.35,1.21,100.98
2025-12-31 17:08:53.605538,50.21,1.06,106.43
2025-12-31 17:08:55.605538,32.36,0.9,107.51
2025-12-31 17:08:57.605538,40.42,0.53,109.9
2025-12-31 17:08:59.605538,40.31,2.87,111.55
2025-12-31 17:09:01.605538,50.43,1.03,102.3
2025-12-31 17:09:03.605538,55.03,1.29,90.77
2025-12-31 17:09:05.605538,53.14,0.86,105.33
2025-12-31 17:09:07.605538,64.06,1.21,87.09
2025-12-31 17:09:09.605538,56.93,0.63,109.86
2025-12-31 17:09:11.605538,43.47,0.51,102.84
2025-12-31 17:09:13.605538,56.79,0.5,107.78
2025-12-31 17:09:15.605538,33.68,1.12,104.44
2025-12-31 17:09:17.605538,34.21,1.07,107.43
2025-12-31 17:09:19.605538,55.15,1.42,104.03
2025-12-31 17:09:21.605538,63.54,1.41,107.91
2025-12-31 17:09:23.605538,41.92,2.32,98.57
2025-12-31 17:09:25.605538,56.11,1.35,103.98
2025-12-31 17:09:27.605538,71.66,0.81,99.35
2025-12-31 17:09:29.605538,56.95,1.12,101.87
2025-12-31 17:09:31.605538,54.06,0.69,92.85
2025-12-31 17:09:33.605538,60.31,1.27,98.38
2025-12-31 17:09:35.605538,74.1,0.41,99.13
2025-12-31 17:09:37.605538,48.56,0.66,102.54
2025-12-31 17:09:39.605538,45.76,1.33,111.49
2025-12-31 17:09:41.605538,45.82,1.21,105.53
2025-12-31 17:09:43.605538,30.48,0.68,111.17
2025-12-31 17:09:45.605538,60.04,2.81,98.85
2025-12-31 17:09:47.605538,46.19,0.46,105.61
2025-12-31 17:09:49.605538,62.55,2.17,101.6
2025-12-31 17:09:51.605538,30.95,1.12,105.78
2025-12-31 17:09:53.605538,74.81,1.41,103.84
2025-12-31 17:09:55.605538,61.09,1.43,106.24
2025-12-31 17:09:57.605538,83.67,1.34,111.1
2025-12-31 17:09:59.605538,35.07,1.27,99.98
2025-12-31 17:10:01.605538,42.78,0.23,118.11
2025-12-31 17:10:03.605538,49.42,0.89,103.36
2025-12-31 17:10:05.605538,35.03,0.38,99.05
2025-12-31 17:10:07.605538,86.15,1.21,110.01
2025-12-31 17:10:09.605538,56.11,2.47,108.31
2025-12-31 17:10:11.605538,71.91,1.12,105.9
2025-12-31 17:10:13.605538,32.53,1.45,98.95
2025-12-31 17:10:15.605538,59.05,0.23,102.75
2025-12-31 17:10:17.605538,56.15,0.89,124.34
2025-12-31 17:10:19.605538,80.45,1.45,106.38
2025-12-31 17:10:21.605538,52.44,2.61,101.39
2025-12-31 17:10:23.605538,45.22,1.07,100.25
2025-12-31 17:10:25.605538,30.67,0.7,107.93
2025-12-31 17:10:27.605538,37.23,0.41,125.95
2025-12-31 17:10:29.605538,42.49,1.04,103.4
2025-12-31 17:10:31.605538,37.88,0.73,101.2
2025-12-31 17:10:33.605538,63.14,1.21,111.83
2025-12-31 17:10:35.605538,55.63,0.54,100.26
2025-12-31 17:10:37.605538,54.79,0.69,111.67
2025-12-31 17:10:39.605538,41.16,1.45,104.6
2025-12-31 17:10:41.605538,48.89,0.33,101.16
2025-12-31 17:10:43.605538,31.92,0.27,105.54
2025-12-31 17:10:45.605538,49.06,0.65,111.78
2025-12-31 17:10:47.605538,55.16,0.94,123.75
2025-12-31 17:10:49.605538,74.97,1.42,99.35
2025-12-31 17:10:51.605538,31.54,0.68,101.27
2025-12-31 17:10:53.605538,31.24,1.1,98.43
2025-12-31 17:10:55.605538,40.71,1.23,104.0
2025-12-31 17:10:57.605538,51.23,1.08,108.52
2025-12-31 17:10:59.605538,49.27,0.21,106.08
2025-12-31 17:11:01.605538,46.2,1.23,87.56
2025-12-31 17:11:03.605538,61.79,0.42,101.61
2025-12-31 17:11:05.605538,46.18,0.97,100.05
2025-12-31 17:11:07.605538,59.58,0.41,100.22
2025-12-31 17:11:09.605538,50.4,1.27,111.94
2025-12-31 17:11:11.605538,62.32,0.93,107.07
2025-12-31 17:11:13.605538,31.09,1.2,126.81
2025-12-31 17:11:15.605538,59.8,1.27,100.09
2025-12-31 17:11:17.605538,72.97,0.86,109.84
2025-12-31 17:11:19.605538,59.46,2.77,101.09
2025-12-31 17:11:21.605538,38.71,2.7,110.31
2025-12-31 17:11:23.605538,59.74,0.7,106.15
2025-12-31 17:11:25.605538,35.82,1.01,127.09
2025-12-31 17:11:27.605538,39.36,2.61,109.64
2025-12-31 17:11:29.605538,34.15,1.02,105.39
2025-12-31 17:11:31.605538,40.44,2.43,102.87
2025-12-31 17:11:33.605538,62.7,1.35,102.08
2025-12-31 17:11:35.605538,34.9,1.07,106.49
2025-12-31 17:11:37.605538,40.17,2.63,106.01
2025-12-31 17:11:39.605538,44.89,0.97,99.15
2025-12-31 17:11:41.605538,41.45,0.39,111.55
2025-12-31 17:11:43.605538,58.02,0.53,106.66
2025-12-31 17:11:45.605538,39.44,1.15,106.33
2025-12-31 17:11:47.605538,52.83,1.1,101.73
2025-12-31 17:11:49.605538,59.74,1.05,102.14
2025-12-31 17:11:51.605538,56.64,1.47,108.47
2025-12-31 17:11:53.605538,31.36,1.19,110.84
2025-12-31 17:11:55.605538,81.02,0.85,98.12
2025-12-31 17:11:57.605538,61.65,0.51,98.15
2025-12-31 17:11:59.605538,56.15,0.88,111.54
2025-12-31 17:12:01.605538,52.17,0.64,106.14
2025-12-31 17:12:03.605538,34.14,1.22,107.15
2025-12-31 17:12:05.605538,56.52,1.14,99.47
2025-12-31 17:12:07.605538,58.89,2.81,111.28
2025-12-31 17:12:09.605538,41.79,2.13,108.73
2025-12-31 17:12:11.605538,38.32,1.5,105.17
2025-12-31 17:12:13.605538,71.51,1.39,104.91
2025-12-31 17:12:15.605538,32.88,0.78,111.48
2025-12-31 17:12:17.605538,60.83,0.21,108.03
2025-12-31 17:12:19.605538,49.77,0.62,99.77
2025-12-31 17:12:21.605538,64.32,0.67,105.15
2025-12-31 17:12:23.605538,83.89,0.21,107.42
2025-12-31 17:12:25.605538,59.55,0.24,110.62
2025-12-31 17:12:27.605538,52.49,1.41,109.08
2025-12-31 17:12:29.605538,57.66,1.4,107.22
2025-12-31 17:12:31.605538,49.66,1.26,107.59
2025-12-31 17:12:33.605538,59.89,0.6,106.86
2025-12-31 17:12:35.605538,51.92,0.86,102.47
2025-12-31 17:12:37.605538,32.51,1.22,109.85
2025-12-31 17:12:39.605538,45.71,2.23,105.87
2025-12-31 17:12:41.605538,32.73,1.49,118.96
